-5.451688944670191859e+02,2.560892115861397400e+01,-6.193200902998084700e+01,8.960722937121087028e+00,-2.521982215045523645e+01,-4.948737860347423023e+00,8.068743107151201244e+00,1.907485962070525431e+01,9.444634744766473133e+00,-1.074032054596619190e+01,4.154727407124000571e+00,6.365350308019582570e+00
-3.588145642079537083e+02,2.829562702171792310e+01,-7.778154422643606836e+01,1.301834832881983095e+00,-2.330829724262239822e+01,-3.073469641029711319e+00,-4.853227404763616804e+00,1.636620481571343433e+01,1.634092854081732682e+01,-4.259708703080376857e+00,8.200411743092724137e+00,9.386463710946891581e+00
-2.344906778262562455e+02,4.055453354120770371e+01,-6.770000169654936428e+01,5.474804773815916903e+00,-1.819342022909542322e+01,-4.450294595452223056e+00,-4.012464410570982132e+00,1.354118288737991094e+01,6.131279723254524860e+00,-3.524547685807126296e+00,7.786394832784441888e+00,-4.276501142456642590e+00
-1.590132237294881179e+02,8.128735347832486013e+01,-5.001655358162512499e+01,9.581330569334738811e+00,-1.766205203807729518e+01,-5.304876238625405804e+00,-3.109803739887795793e+00,1.012635542843957381e+01,-3.794028832934143391e+00,-1.040493863363180260e+01,-1.784082081962415689e+00,-1.119341002974451982e+01
-1.184184677011819389e+02,1.056307708166808936e+02,-6.654362474346132217e+01,1.047179687966895090e+00,-1.846652216674510072e+01,-7.679912205011248716e+00,-3.734437740218669255e+00,9.597218366863488725e+00,-5.656906438422192096e+00,-1.818939544093156391e+00,-7.014705746556133548e+00,-9.820255141310440195e+00
-9.305660899525467755e+01,1.190588922870657029e+02,-8.865481371009352074e+01,-1.135939706522330894e+01,-1.894493730759532468e+01,-1.601611697295135883e+01,-3.710358578213809544e+00,5.787655848576552131e+00,-2.222185350947700044e+01,9.153200502736190458e+00,-1.475631894056126114e+01,-6.585995181844047863e+00
-8.503893287967503056e+01,1.499128562671801319e+02,-9.308624231556242989e+01,-2.453547306255430271e+01,-9.483726136262685458e+00,-2.654381431080086173e+01,5.865595520603850588e+00,9.178046154007844848e+00,-3.413493934055114210e+01,2.173623971946651778e+01,-2.219156375600252318e+01,2.003912356684941720e+00
-1.070700332008631221e+02,1.706428606190850985e+02,-1.013520915234088307e+02,-2.550849495622432883e+01,6.815332336301105354e-01,-2.249969817610798373e+01,9.795589483660240404e+00,1.249457334257224161e+01,-3.448144262609935140e+01,2.110692510649652576e+01,-1.807159465647705332e+01,-1.169262346955868725e+00
-1.648777126441745224e+02,1.829283823527725019e+02,-1.093401499507074988e+02,-2.847403564502108964e+01,9.416638201979537826e+00,-2.820029140955175961e+01,1.807675768536599037e+01,1.125115739232142609e+01,-2.998237671919753922e+01,1.815278645102553412e+01,-1.570179759113677598e+01,-4.889801500789137556e+00
-2.301190709797893419e+02,1.760734060622813217e+02,-8.730002402034804732e+01,-4.282782471709042227e+01,5.743663007005515908e+00,-2.787291944799850540e+01,1.441592427909735896e+01,1.256354047213373448e+01,-2.744699168082503604e+01,1.730839220812136858e+01,-6.552848989399034707e+00,-6.590488160964155462e+00
-2.632502691702463267e+02,1.554684212862743209e+02,-8.088978972827885627e+01,-4.471459494473286611e+01,3.128775403358750484e+00,-2.782023785079871558e+01,1.302685257044397815e+01,2.312913644369696087e+01,-2.765928069277460821e+01,1.820730184177265443e+01,-4.530852099658408960e+00,-1.341510538580530110e+01
-3.272578490051347444e+02,1.215903392995606822e+02,-5.286860420669583505e+01,-3.167327434477033421e+01,-1.470094793805686706e+01,-4.592552017301116507e+00,8.908362136636048589e+00,1.728353479111797952e+01,-5.502990654233075318e+00,1.592235226679872184e+01,2.415577344162149309e+00,-7.730721797201975498e+00
-4.067244674730335987e+02,8.520412660880482747e+01,-3.622831645436535553e+01,1.069814328142809856e+01,-1.498201428467472951e+01,1.234787877821226676e+00,8.142950754622017229e+00,-5.719789485940637519e+00,5.131479342897844909e+00,2.015426585096641787e+01,1.810925757710247552e+01,4.924091136200201002e-01
-3.899028988040100785e+02,2.535366375861198662e+01,-1.564997242423664403e+01,2.905163016617223093e+01,-1.927242371695874112e+01,-6.965095063872919212e+00,1.484522183642584992e+01,-1.215585334786991822e+01,-8.012312863876374536e+00,1.480430235148861629e+00,-2.676987850030254190e+00,4.678930585671329467e+00
-2.417556864544213227e+02,-1.015891078451583240e+01,-1.099087658415346613e+00,2.073197240772353922e+01,-4.050177444090761014e+01,-9.109057854219019035e+00,1.666698709100724374e+00,-1.315265835155499019e+01,-9.531918114254398944e+00,-8.885788518314514661e+00,-6.675004145764869889e+00,2.046545625457146134e+00
-2.049727637895223893e+02,-3.327619224361212957e+01,9.696985655218000488e+00,2.349976222777763724e+01,-3.968914351781633343e+01,-5.382125373867582496e+00,-2.645810913094819306e+00,-1.426068064353072629e+01,-4.488369106913228990e+00,-7.825296242123675583e+00,-9.045066024975021435e+00,-1.713737339657693370e+00
-2.144686363336921602e+02,-3.253593522378454139e+01,1.802045229241385726e+01,2.601126816224034144e+01,-3.635998209962174599e+01,-1.304480606285643418e+01,-1.232573329347113145e+01,-1.734323439393834931e+01,3.459855053259152768e+00,-5.734092497554472700e+00,-1.470392145651958415e+01,-1.197584005597410339e+01
-2.363438495038037104e+02,-4.522165463376035532e+00,1.779575868734799471e+01,1.730870581860583002e+01,-2.861844949591751686e+01,-1.603723236404509933e+01,-1.830032108020497006e+01,-1.675359902472632712e+01,7.919911003531341365e+00,-5.236506848578018847e+00,-1.724595232694763780e+01,-1.082173072077660336e+01
-2.721906436811870549e+02,8.871409146540390367e+00,1.178333131954526536e+01,2.149167498730335879e+01,-2.113351620492206706e+01,-1.662054398211338935e+01,-1.983159641672894580e+01,-1.485780675314153143e+01,7.474269164707814994e+00,-3.483707206215676422e+00,-1.659689743531102124e+01,-6.040238053395288631e+00
-3.286320287472345854e+02,2.487475046402074597e+01,6.142084344305610344e+00,2.242527752882257985e+01,-2.247445593292776067e+01,-1.584511661689269779e+01,-1.736819839735196069e+01,-5.748132125607158471e+00,6.258197358007969058e+00,-1.765985942049558277e+00,-1.104316739652661639e+01,-5.054300138936143050e+00
-4.156365164866209625e+02,4.830411188351879304e+01,-1.116530174742231196e+01,1.601262671978387075e+01,-2.021341737519956183e+01,-9.812122092285815000e+00,-1.712080794298642417e+01,-5.797791491049530954e+00,3.792038435545665553e+00,1.385435757441463078e+00,-6.530832277533352936e+00,-3.703113863843034093e+00
-5.161843865830377354e+02,7.719026488430817778e+01,-1.456649541269532300e+01,1.309835161379557888e+01,-9.293613585749955774e+00,-7.191884206272256996e+00,-6.978036429526260243e+00,-1.698404520322742139e-01,6.410221588830471440e+00,5.810358437096345696e+00,4.586087461660481424e+00,1.201915619680201885e+00
-5.956569776130944547e+02,7.804790457354650357e+01,1.263434641098882238e+01,6.258639281140645494e+00,-2.773861242512543956e+00,-7.119265204526630697e+00,-1.983193071203205538e+00,3.009648262074139602e+00,9.066106538016402538e+00,1.384564937235806958e+01,8.067119908480883339e+00,1.292693689477292018e+00
-6.383213432905831723e+02,5.501976981494155439e+01,2.308934202794199919e+01,1.545343750250273018e+01,8.198102051102804211e+00,2.699587415247543198e+00,5.675110992768133578e+00,8.945632233057761340e+00,7.120441580572896001e+00,5.756457506302732341e+00,4.358960383516012449e+00,3.779818757346710356e+00
-6.624542272965956045e+02,3.758507147837215001e+01,2.252053165184898731e+01,1.839792575120951312e+01,1.607960356410811897e+01,1.399720949103307177e+01,1.298564131168213542e+01,7.556378057087210109e+00,2.208127584815600120e+00,4.050880811224612188e+00,6.843986202602748925e+00,5.869700529680976331e+00
-6.740511111187607867e+02,2.893965426803992003e+01,2.242024636715125041e+01,1.743726810426322160e+01,1.434934984645107292e+01,1.254337756697314887e+01,1.109157390602502247e+01,8.182445054329560818e+00,5.010829878949414784e+00,4.434686451211944380e+00,5.549952841446202711e+00,6.011530550690569186e+00
-6.823545614726068607e+02,1.976572767472529080e+01,1.761721231433564583e+01,1.478155565389610260e+01,1.197156507608031717e+01,9.652007348781069140e+00,7.937818753912843306e+00,6.706858427932042233e+00,5.793738453292071711e+00,5.110776170043402011e+00,4.640654452004031150e+00,4.361743379495873540e+00
-6.880404906379166050e+02,1.226384898484814556e+01,1.155776631566639878e+01,1.063271142588001084e+01,9.717191966910501577e+00,8.936204320748482033e+00,8.281603456973202881e+00,7.671954636966096253e+00,7.046787819928185925e+00,6.420436304165672681e+00,5.857612141665077488e+00,5.396935840757452141e+00
-6.903822511069032544e+02,9.117430286909961268e+00,8.856261938489151220e+00,8.525936163824450631e+00,8.203034858959618703e+00,7.895849210356500336e+00,7.543736781618012088e+00,7.069507713885730738e+00,6.445335134624707862e+00,5.722506787761339808e+00,5.002440366817625161e+00,4.370438053483420404e+00
-6.931132504795702971e+02,5.337755986130867214e+00,5.284268034807045211e+00,5.196308496396909504e+00,5.075625591525554370e+00,4.924603094140141302e+00,4.746198818301055056e+00,4.543868626375885178e+00,4.321478148548004938e+00,4.083204748226865632e+00,3.833432534652809309e+00,3.576643404779898283e+00
-6.946408928057126104e+02,3.186964634326378665e+00,3.162106844592230015e+00,3.121093757355313691e+00,3.064542437225016513e+00,2.993301362019034961e+00,2.908435346020440626e+00,2.811206628578610811e+00,2.703052470920000339e+00,2.585559667303252596e+00,2.460436432537072449e+00,2.329482175362374896e+00
-6.954642345873014619e+02,2.025353295942295517e+00,2.008764695947415468e+00,1.981400505111488464e+00,1.943680608796400922e+00,1.896182289312426494e+00,1.839629899152507519e+00,1.774881908199792635e+00,1.702915560119216298e+00,1.624809416543938845e+00,1.541724105999811911e+00,1.454881627078342898e+00
-6.959147470906005992e+02,1.391935625785577724e+00,1.386394375907637810e+00,1.377235837545409014e+00,1.364573906678498760e+00,1.348565221868561981e+00,1.329406409870616868e+00,1.307330630765215052e+00,1.282603485306528679e+00,1.255518358749146746e+00,1.226391285633815720e+00,1.195555428692105515e+00
